cell_id,min,max,std,z_range
48,13.3422365,20.737951,1.6318247376487467,7.395714499999999
49,12.828604,19.116161,1.8147485326702701,6.287557000000001
50,13.157134,25.840897,2.7889196439769295,12.683762999999999
51,19.412363,22.820007,1.1255281275752722,3.4076440000000012
52,12.67829,16.456202,1.086159871334471,3.7779120000000006
53,11.025753,16.640984,1.3868811782159238,5.615231
54,14.976743,17.782604,1.4342224464999602,2.8058609999999984
55,11.828743,16.314402,1.4987321847557713,4.485659000000002
56,10.467156,16.125889,1.3442907252395784,5.658733000000002
57,16.410963,16.864946,0.32101445784341304,0.4539830000000009
58,11.310039,18.201118,1.8248766102287195,6.891079000000001
59,13.396618,19.03376,1.378263982132255,5.637142000000001
60,11.8520775,22.289839,2.514128929547767,10.4377615
61,11.600748,17.841398,1.5730051293625773,6.240650000000002
62,11.461687,23.5954,2.0099679424947277,12.133713000000002
63,10.4637785,23.019953,2.6633326969150923,12.556174500000001
64,11.452351,17.75629,1.6135303559255043,6.303939
65,12.379593,18.494083,1.4291824615797508,6.11449
66,11.593323,17.625576,1.78352418595158,6.032252999999999
67,9.310818,17.18729,1.721084086887412,7.8764720000000015
68,10.691564,16.823895,1.8139191760415596,6.132331000000001
69,11.643656,17.1822,1.4994920865605494,5.538544000000002
70,10.9730215,16.496607,1.7103573362981246,5.523585500000001
71,11.29908,16.846584,1.387365412394576,5.547504
72,10.92764,16.457233,1.6874053020219208,5.529592999999998
73,11.866827,16.510942,1.3359195200498846,4.644114999999999
74,8.927839,17.599442,1.5971043998718268,8.671603
75,13.628749,24.23257,2.0882696072885367,10.603821
76,10.857246,17.257524,1.5620875172508462,6.400278
77,11.473841,16.062458,1.344562082521845,4.588616999999999
78,11.198918,17.32511,1.4333597562518419,6.126191999999998
79,10.963047,18.059813,1.3627056613124366,7.096765999999999
80,11.460401,16.53056,1.4983419332050274,5.070159000000002
81,12.5982,18.236462,1.1861737979278544,5.638261999999999
82,10.355962,16.496222,1.3716433804520434,6.14026
83,11.4202585,16.83671,1.3603200190997355,5.416451500000001
84,11.595812,16.291798,1.3405054695658674,4.6959859999999995
85,7.253216,17.512705,1.7604861799876375,10.259489
86,11.250603,16.595528,1.3275198070895726,5.344925000000002
87,11.417671,17.35299,1.465157159590445,5.935318999999998
88,11.225729,17.095673,1.4334967465249335,5.869944000000002
89,9.83161,16.618088,1.4126441634161937,6.786478000000001
90,11.169437,18.05079,1.6283916193850878,6.881352999999999
91,11.188937,17.440771,1.5412292206175908,6.251834000000002
92,11.285111,16.349794,1.2337936743710602,5.064682999999999
93,11.19487,25.574226,2.5548823771729747,14.379356
94,11.387344,17.934128,1.3475228631056373,6.546784000000001
95,10.132605,18.83798,1.9661840735134428,8.705375000000002
96,8.541778,16.449318,1.6124963052325327,7.907540000000001
97,11.614472,17.786934,1.6154147354019175,6.1724619999999994
98,11.312048,16.560345,1.3256081793370265,5.248297000000001
99,7.8610063,17.281546,1.6109077964138525,9.420539699999999
100,11.552061,16.17,1.2638731503377187,4.617939000000002
101,10.37126,15.636192,1.7394561896120195,5.264932
102,10.419696,20.449564,1.9013384407559177,10.029867999999999
103,8.205854,16.799797,1.4801498211586468,8.593943000000001
104,6.2535706,15.501482,2.1618635763234844,9.2479114
105,9.576828,14.591587,1.574959036887554,5.014759
106,9.61004,23.192627,4.523912082034578,13.582587000000002
107,9.608945,20.942486,1.9229966630066915,11.333540999999999
108,11.409383,22.841482,2.667384314909534,11.432099
109,10.082336,16.092154,1.5295902270802417,6.009818000000001
110,8.933264,21.943762,2.3954447876932554,13.010498
111,11.1358595,21.7939,2.225243281515856,10.6580405
112,11.119261,19.578796,2.325915150528007,8.459535
113,10.761612,19.028734,2.015359498127652,8.267122
114,11.24535,17.18497,1.8595860084086895,5.93962
115,11.001736,15.862917,1.33807683612656,4.861181
116,10.968614,22.004755,2.0831418033328486,11.036140999999999
117,11.612142,21.136438,2.1466144112515315,9.524295999999998
118,10.746431,15.89952,1.4098781072686484,5.153089000000001
119,7.150439,16.16883,1.9167859941276,9.018391
120,8.119967,16.184406,1.7079818549568015,8.064438999999998
121,7.0315413,16.0147,1.807077591909395,8.9831587
122,7.906662,15.733839,1.6654430180015023,7.827177
123,7.718736,15.635968,1.9075702437384785,7.917232
124,10.628105,16.720098,1.4668450251927847,6.091993
125,10.597455,15.834476,1.9557884923999975,5.237021
126,10.736212,18.517757,1.6142687954665282,7.7815449999999995
127,9.26846,21.016764,2.7360275725187715,11.748304
128,8.037015,20.165508,2.6290491797573647,12.128492999999999
129,10.704328,21.035128,1.8839127645405433,10.3308
130,10.824331,17.502214,2.7206510430515145,6.677882999999998
131,7.6799526,18.26582,1.748774602908584,10.585867400000001
132,8.651004,17.46197,1.791097720491487,8.810966
133,9.424986,16.28526,1.5171147323893375,6.860274
134,10.2046995,15.387734,1.71945995936547,5.1830345
135,10.732303,15.995123,1.4465142661466872,5.26282
136,8.861408,16.377579,1.5007801501648903,7.516171
137,7.439244,15.928595,1.4790665129057763,8.489351
138,9.386859,16.212725,1.6472062857184184,6.8258659999999995
139,10.621913,16.326405,1.32862443693365,5.704492000000002
140,8.843456,16.287577,1.3782104186067936,7.444120999999999
141,10.27889,16.413675,1.8324421107485243,6.134785000000001
142,10.708127,16.821346,1.5852165530480462,6.113218999999999
144,11.069233,18.036022,1.6187562479168174,6.966788999999999
145,14.520219,15.614986,0.5606515549866952,1.0947669999999992
146,10.334409,15.868134,1.5723322896326661,5.533724999999999
147,10.087268,16.834538,1.4883757684393581,6.7472699999999985
148,10.782735,21.487646,1.9795729412193461,10.704911000000001
149,11.741407,21.233572,3.103977457597281,9.492164999999998
150,11.171502,24.981352,2.954348762176914,13.80985
151,10.156597,15.253082,1.375855399781989,5.0964849999999995
152,9.056726,19.761402,1.9295992864926619,10.704676000000001
154,8.759527,21.412369,3.5071235833841277,12.652842000000001
155,11.053171,23.268295,1.8895888836555277,12.215123999999998
156,17.207611,24.83246,2.4920267041590196,7.624849000000001
157,11.266542,22.056652,1.916585132962585,10.79011
158,17.429873,18.97527,0.5740803460362196,1.5453969999999977
159,8.809136,21.067074,2.1683729718380214,12.257938000000001
160,12.718827,17.883213,1.256558878694094,5.164386000000002
161,13.1186495,18.04539,1.3690644958133082,4.926740500000001
162,12.760845,17.620634,1.2349369952795568,4.859788999999999
163,12.547061,18.03269,1.3117504586134694,5.485628999999999
164,8.94609,17.72569,1.5097671129275927,8.7796
165,11.032547,17.451933,1.3215099644932007,6.419386000000001
166,12.98558,17.671999,1.3703786292386293,4.686418999999999
167,13.436986,17.546928,1.2928418686783216,4.109942000000002
168,13.086887,18.129572,1.4083864004538909,5.042684999999999
169,13.010654,17.270866,1.12364041103151,4.260212000000001
170,13.219218,17.492027,1.2751647440079974,4.2728090000000005
171,13.116,17.842997,1.3398422472030003,4.726997000000001
172,13.12586,17.392033,1.1757535163279966,4.266173000000002
173,12.608028,17.823755,1.380826881780957,5.215726999999999
174,12.889613,17.604092,1.3793179587748892,4.714479000000001
175,13.027754,18.241486,1.5144747528409355,5.2137319999999985
176,13.156757,17.606739,1.3501050355856479,4.449982
177,12.172786,17.855288,1.3854342422050545,5.682502000000001
178,12.799075,17.93105,1.4814460042699675,5.131974999999999
179,12.20554,17.750088,1.305245388951879,5.5445480000000025
180,13.238506,17.748554,1.2557080524329796,4.510047999999999
181,13.22921,18.004995,1.3716103631366194,4.775785000000001
182,13.215475,17.763054,1.3467176298692531,4.547579000000001
183,12.920447,17.726402,1.4414305099353593,4.805955000000001
184,13.141128,17.871151,1.3706930560595747,4.730023000000001
185,12.969863,17.71471,1.3888350909146403,4.744847
186,13.277391,18.088316,1.4411630279167449,4.810924999999999
187,12.99072,17.83803,1.4458484805239715,4.84731
188,13.152149,17.827415,1.527594475327273,4.675265999999999
189,12.962494,17.392345,1.181072674280532,4.429850999999999
190,13.211277,17.807913,1.3004859843392425,4.596635999999998
191,13.221066,17.664125,1.457420767214057,4.443058999999998
192,13.242794,17.974592,1.329347794141256,4.731798000000001
193,13.266894,17.851427,1.2405041818067943,4.584533
194,13.0235195,18.144423,1.4747339283669156,5.120903499999999
195,13.113345,17.959345,1.3358390396880824,4.845999999999998
196,13.198212,18.154524,1.3566567584950078,4.956311999999999
197,13.344554,17.760439,1.349447656730588,4.415885000000001
198,13.0894985,17.924944,1.3192109406176988,4.8354455000000005
199,13.259189,17.583744,1.295168438527925,4.324555
200,13.255759,17.996357,1.3336681104578199,4.740598
201,13.021748,17.783396,1.3156004725860337,4.761647999999999
202,13.327293,17.979887,1.3125628975985357,4.652594000000002
203,13.203046,18.624073,1.297428792519729,5.421026999999999
204,13.322589,17.973866,1.3560241197757474,4.651277
205,13.367317,18.501198,1.318380706930184,5.133880999999999
206,13.469579,18.596617,1.5432006547797148,5.127037999999999
207,13.656565,20.914099,2.0802511811022195,7.257534
208,13.301331,18.732677,1.483588187638278,5.431346
209,13.57235,22.174978,2.1958856869641963,8.602628
210,13.412064,19.323826,1.5127530923093397,5.9117619999999995
211,11.670041,17.80289,1.3782513086500445,6.132849000000002
212,13.162044,17.915268,1.2959835958498982,4.753224000000001
213,13.501848,18.63248,1.491551291453542,5.130632
214,13.138868,17.173666,1.1713102338181567,4.034798
215,13.118765,17.782156,1.3326468770279118,4.663391000000001
216,12.670654,17.943333,1.4042518574875862,5.272678999999998
217,12.976077,17.74269,1.400045604079643,4.7666129999999995
218,13.04372,17.444324,1.2519452051965687,4.400604000000001
219,13.113475,17.837162,1.3022547477466169,4.723687
220,13.239613,17.835213,1.2028636818294347,4.595599999999999
221,13.155542,18.17622,1.4267690456975752,5.020678
222,10.433968,17.510864,1.409862544043812,7.076896000000001
223,12.846583,17.916174,1.3741614702034615,5.069591000000001
224,12.82565,17.468987,1.189829146052465,4.643336999999999
225,13.3396635,17.622211,1.3387229185001255,4.2825475
226,12.761943,17.764187,1.3696826542947087,5.002243999999999
227,12.948814,17.449057,1.1944039780039422,4.500242999999999
228,12.760971,17.526901,1.3158738948980415,4.765929999999999
229,12.096832,17.520584,1.4490433097136497,5.423752
230,12.974997,17.802488,1.378688775603952,4.827491
231,12.909304,18.064686,1.3921487751621038,5.155381999999998
232,12.934791,17.582224,1.345111314487576,4.6474329999999995
233,12.994735,17.715088,1.2759289078859015,4.720353000000001
234,12.649514,17.570904,1.280442770071072,4.921389999999999
235,13.02034,17.598848,1.3060244869224042,4.578508000000001
236,11.539573,17.9388,1.4854779905867075,6.399227
237,12.751862,17.77207,1.365909481839461,5.020208
238,13.03579,17.729984,1.242658280725344,4.694194000000001
239,5.4742665,17.616194,1.903629992440045,12.141927500000001
240,10.451004,17.484217,1.4117806603804455,7.033213000000002
241,6.0565743,17.520826,1.6184174312759927,11.464251699999998
242,7.590693,17.35427,1.8253905270690505,9.763577
243,8.105544,17.657312,1.5518870072619448,9.551768000000001
244,8.266084,17.46263,1.5306137581244954,9.196546000000001
245,12.127571,16.636417,1.3814051355902517,4.508846000000002
246,11.799992,16.584433,1.2756276068511203,4.784441000000001
247,7.047207,17.62525,1.625282859695774,10.578043000000001
248,11.9685,17.001734,1.4865809819643105,5.033233999999998
249,7.7101536,16.825657,1.706264983406853,9.1155034
250,11.74507,17.188112,1.3147054685976902,5.443042
251,10.810921,24.491175,3.7621960980967546,13.680253999999998
252,9.585168,24.752813,2.063384781811223,15.167645
253,11.201022,21.393599,1.8589021602426161,10.192576999999998
254,12.183573,16.86744,1.4072987447151761,4.683866999999998
255,11.61244,16.994553,1.3733078842125788,5.382113
256,12.159594,21.902328,2.6358630880360985,9.742734
257,10.27676,16.913754,1.3486547259675343,6.636994000000001
258,11.921652,17.473194,1.4725252588530615,5.5515419999999995
259,10.33115,19.928282,1.9882516115969608,9.597132
260,11.857819,16.985794,1.3061902371449612,5.127974999999999
261,10.170859,22.272839,1.9558823470743452,12.101980000000001
262,10.099127,18.087408,1.4183448650865427,7.988281000000001
263,8.030537,16.75861,1.395661298345497,8.728073
264,8.44499,17.335726,1.4846194371533998,8.890736
265,10.352403,22.2309,2.3371149233456605,11.878496999999998
266,7.0946527,16.872303,1.627004060062942,9.777650299999998
267,10.338463,16.162018,1.4288765215248473,5.823554999999999
268,11.869133,17.21089,1.531091982009274,5.341756999999999
269,10.620948,17.31312,1.5125095865251068,6.692172000000001
270,10.658478,17.169489,1.4368344328294924,6.511010999999998
271,8.679037,16.692709,1.5810971640788911,8.013672000000001
272,9.434296,16.751303,1.3959167506934413,7.317007
273,8.042534,16.798113,1.398576494436218,8.755579000000001
274,7.659025,16.970648,1.5765825980862107,9.311623
275,8.914719,16.964373,1.4296164786435652,8.049653999999999
276,8.326184,16.93142,1.374440710680194,8.605236
277,8.893101,17.178469,1.4253465941908587,8.285368
278,10.100703,17.118448,1.30611077791029,7.0177450000000015
279,11.9035845,17.537842,1.5021233777462493,5.634257500000002
280,12.644881,17.371147,2.1592862596450484,4.726266000000001
281,12.371866,18.6677,1.7920769776194354,6.295833999999999
282,12.109549,17.355207,1.4516979292908592,5.245658000000001
283,12.425398,17.511358,1.7413621486088098,5.085960000000002
284,13.089243,16.532866,1.1293564065889936,3.4436229999999988
285,12.036243,17.796124,1.5113365895774367,5.759880999999998
286,10.942856,16.985586,1.2158308513508858,6.042730000000001
287,12.285406,15.215834,0.9769835563676655,2.930427999999999
288,12.22304,17.134624,1.447117443644335,4.9115839999999995
289,9.51168,16.81097,1.3351803200122772,7.299290000000001
290,12.335228,16.760933,1.3412486565362087,4.425705000000001
291,12.358263,17.139917,1.3468411953371553,4.781654
292,12.398667,17.240646,1.3621544472660525,4.841979000000002
293,9.276707,17.556147,1.5316682634316772,8.27944
294,9.307633,17.565296,1.5809540949522372,8.257663
295,11.951065,17.624737,1.3833828286735494,5.673672
296,7.779906,17.100647,1.5284272245717956,9.320740999999998
297,10.571837,17.084763,1.2427300553639313,6.512925999999998
298,9.921039,16.765131,1.3575266170663807,6.844092
299,10.041713,16.997425,1.4839260665865726,6.955712
300,11.969544,16.97061,1.3594080737760796,5.001066
301,11.982273,16.315453,1.2569147470090163,4.333180000000002
302,12.229764,21.463037,1.6641856119837064,9.233273
303,8.261371,16.951433,1.360095815585063,8.690062000000001
304,9.032805,17.571955,1.5072085560487467,8.53915
305,9.416251,16.686539,1.500049441376961,7.270287999999999
306,7.5027823,18.055302,1.5551151632370943,10.552519700000001
307,12.1100235,16.945358,1.3625622428700135,4.835334499999998
308,10.289166,18.6497,1.6618545145757473,8.360534
309,12.138106,17.502407,1.4894610498707694,5.364301000000001
310,12.291009,16.932608,1.3820628631669614,4.641598999999998
311,9.529286,17.730997,1.4936920032053134,8.201710999999998
312,5.9658604,17.719902,1.5842754680888984,11.7540416
313,7.6017547,17.709845,1.6554607248258657,10.1080903
314,10.629096,17.117926,1.520889517931633,6.48883
315,12.4159355,17.892597,1.289524270263826,5.476661499999999
316,8.757552,17.112404,1.5453337261338465,8.354852000000001
317,12.571312,17.933174,1.3150072713588001,5.361862
318,12.080204,17.755438,1.4196508225042082,5.6752340000000014
319,11.356624,16.941011,1.2731456550771145,5.5843869999999995
320,8.792172,17.48962,1.5952721839554769,8.697447999999998
321,9.374355,17.18709,1.3773396203977206,7.812735000000002
322,12.442418,18.282816,1.5658933965406552,5.840398
323,11.783092,18.424229,2.002643828672089,6.6411370000000005
324,9.103974,17.744406,1.5118515610965497,8.640432000000002
325,8.090486,17.791956,1.5590448662328866,9.701469999999999
326,8.289815,18.203629,1.599833986156027,9.913813999999999
327,13.039803,18.342875,1.586673096182798,5.303072
328,10.873623,17.37272,1.531030469820587,6.499097000000001
329,12.443323,17.076921,1.3739632138000064,4.633597999999999
330,6.1215215,17.745184,1.7813010512012901,11.623662499999998
331,12.397335,16.983074,1.4155491017479613,4.5857389999999985
332,9.696755,17.37004,1.438474321820305,7.673285
333,12.714369,17.070457,1.2693487101662224,4.3560880000000015
334,10.310106,17.579113,1.4577710464189944,7.269007
335,9.406749,18.457846,1.592773884492073,9.051097
336,8.090756,17.182108,1.426637726296028,9.091351999999999
337,10.055354,17.091228,1.4038531423165552,7.0358740000000015
338,11.636884,17.53373,1.41084005814493,5.896845999999998
339,9.7172365,16.723461,1.600765110179595,7.0062245
340,12.574997,19.124552,1.6836978545036472,6.549555000000002
341,9.067047,17.584307,1.5426076235884136,8.517259999999998
342,11.780465,16.59314,1.278383063900857,4.812674999999999
343,12.659551,17.490713,1.3017250767932005,4.831161999999999
344,12.922661,17.710135,1.3699078897076407,4.787474000000001
345,13.041486,18.604662,1.362679657266037,5.563176
346,12.756,19.095533,1.4436038081985716,6.339532999999999
347,13.076123,22.56868,1.7084184287213307,9.492557
348,13.176068,17.789537,1.4120839264138463,4.6134689999999985
349,12.989377,19.353592,1.7251435284657533,6.364215
350,12.815745,17.972115,1.3261721681388163,5.156369999999999
351,12.889643,18.112202,1.4432642492097556,5.222559
352,13.417654,18.94685,1.457176968648673,5.529196000000001
353,13.199785,17.571362,1.2805449576670962,4.371577
354,12.687759,17.500383,1.2707530267596099,4.812624
355,12.948283,18.321144,1.5201638082985576,5.372861
356,13.084946,18.279444,1.3414873561576417,5.194498000000001
357,12.800541,17.760628,1.389693907542625,4.960087
358,13.890225,18.944723,1.3346793308045506,5.054498000000001
359,12.077461,17.747175,1.3320109735016716,5.669713999999999
360,13.102988,17.899153,1.2936058604026863,4.7961649999999985
361,12.770215,18.196663,1.3304977685942603,5.426448000000001
362,12.906698,17.60489,1.3486009664499068,4.698192000000001
363,12.793472,17.900597,1.3519565816720802,5.107125000000002
364,12.959237,17.668928,1.3576078780295489,4.709691000000001
365,12.719556,17.614113,1.2860885329503013,4.894556999999999
366,12.812829,18.415169,1.389823393855329,5.602339999999998
367,12.9759,17.604067,1.3735370628634194,4.628167000000001
368,13.099249,17.895561,1.4088641635832013,4.796312
369,13.191193,18.557947,1.344616682726731,5.3667539999999985
370,12.944746,18.755209,1.270566504859293,5.810463
371,12.959133,17.693262,1.2203472387702885,4.734129000000001
372,12.907939,17.810814,1.306416892194646,4.902875
373,12.897901,18.167854,1.266211254783239,5.269952999999999
374,12.954754,18.427282,1.4704407483807775,5.472528000000002
375,13.095722,17.699558,1.264946799336415,4.603835999999999
376,12.609398,17.934822,1.3584839437592697,5.325424
377,12.95515,19.00412,1.5465854282023415,6.048970000000001
378,12.616707,23.631733,2.1905860967206907,11.015026
379,11.426776,19.026089,1.663895327922773,7.599312999999999
380,12.911404,20.296452,1.6456202370301019,7.385047999999999
381,13.271268,19.180758,1.551923877778617,5.909490000000002
382,13.257358,20.253378,1.5120504971816324,6.9960200000000015
383,13.152739,18.942225,1.479019925579991,5.789486
384,13.086334,21.372358,1.4648026790824136,8.286023999999998
385,13.096579,18.970524,1.445177191336373,5.873945000000001
386,13.175688,18.492363,1.4456053080881701,5.316675000000002
387,13.190643,21.316273,1.7441468923083385,8.12563
388,12.702201,17.87039,1.272078903667333,5.168189
389,13.215284,19.243269,1.5185347863220882,6.027985000000001
390,13.288868,19.245506,1.4905041140237925,5.956637999999998
391,14.234693,20.536114,2.031705694036342,6.301421000000001
392,13.411776,21.682552,1.6412894477174673,8.270776000000001
393,13.400375,17.372559,0.999003019813556,3.9721839999999986
394,13.269823,18.38605,1.2500720273078492,5.116227
395,13.367815,19.255249,1.430969412159013,5.887433999999999
396,13.389889,18.10779,1.1716533550346178,4.717901000000001
397,12.960892,24.26669,2.79019518308308,11.305798000000001
398,13.095151,23.891613,2.6490664236579917,10.796462
399,12.861633,25.882538,3.003962337496881,13.020905
400,14.440808,25.755434,2.3607714370601967,11.314626
401,15.8639555,26.716593,2.4547241928077663,10.8526375
402,12.367949,20.59259,2.261304209811424,8.224641000000002
403,13.075539,18.793465,1.1816718077126893,5.717926000000002
404,12.144981,24.167154,2.314178287868174,12.022173
405,12.877113,26.68862,3.751461302135449,13.811507
406,11.02818,17.752695,1.5995069728780527,6.7245149999999985
407,12.180235,23.243958,4.980031112627696,11.063723
408,12.956427,19.136587,1.3966586536510799,6.180159999999999
409,12.908238,18.0796,1.444933512561202,5.1713619999999985
410,12.878652,18.694706,1.4478164569598964,5.816053999999999
411,12.910993,18.520756,1.5934804957942121,5.609762999999999
412,12.894961,18.842056,1.8769040057086586,5.947094999999999
413,13.008457,18.014917,1.5093749305193065,5.006460000000001
414,12.861578,17.59607,1.2782008912340586,4.734492000000001
415,12.874144,18.376137,1.5622959725178218,5.501993000000001
416,12.826042,17.911957,1.3189747173359205,5.085915000000002
417,12.832878,17.279686,1.40669892645517,4.4468080000000025
418,12.681263,17.534042,1.3009538565629715,4.852779
419,12.782697,17.454756,1.342384305457801,4.672058999999999
420,12.522377,17.611546,1.352935271004759,5.089169
421,12.918371,17.652779,1.22819158768902,4.734407999999998
422,12.871071,17.69427,1.3888362632326308,4.823198999999999
423,12.813145,17.984396,1.3898334732053306,5.171251
424,12.796674,17.890142,1.4849527617174458,5.093468000000001
425,12.625195,17.681744,1.3807026715748594,5.056548999999999
426,12.414719,17.713299,1.2481810924505856,5.298579999999999
427,13.098989,18.954094,1.5417512702485754,5.855105000000002
428,12.650088,17.258543,1.177654732782009,4.608454999999999
429,13.403386,18.563179,1.3140373239376915,5.159793000000002
430,13.583597,18.970259,1.3590630676139814,5.386661999999999
431,13.234224,17.96156,1.4025520208835054,4.727335999999999
432,11.452194,17.455265,1.2540294915718633,6.003071
433,12.900332,20.173967,1.6258466236162643,7.2736350000000005
434,14.93898,25.656994,1.9878341147926541,10.718014
435,13.019521,20.427696,1.6712103777938956,7.408175000000002
436,13.327347,20.5607,1.5264024277414867,7.233353000000001
437,13.369909,19.61328,1.3812597432734428,6.243371
438,10.679263,17.29916,1.160512904484601,6.619897
439,13.022604,18.406683,1.3910161210327219,5.384079000000002
440,13.215569,17.884684,1.2103423502994328,4.669115
441,13.171661,19.43892,1.4206679279222234,6.267258999999999
442,13.262912,17.622963,1.3212114802652106,4.360050999999999
443,13.982419,17.367653,0.9838156286246409,3.3852340000000005
444,13.082085,18.249552,1.268982085184589,5.167467000000002
445,10.455629,18.810558,1.5776153854576598,8.354929
446,13.188077,17.770725,1.2971286139514442,4.582647999999999
447,13.0830555,17.37725,1.177284042335752,4.2941945
448,14.084807,18.579428,1.1348061378800438,4.494621
449,12.898382,17.795853,1.1573723728646117,4.897471000000001
450,7.5393434,17.420483,1.2945767347372392,9.881139600000001
451,12.7578535,17.706549,1.2515974711155717,4.9486954999999995
452,12.88259,16.054728,0.9733262041424954,3.1721380000000003
453,10.723025,17.594122,1.246178921675893,6.871096999999999
454,10.199848,17.107176,1.1421399589442216,6.907328
455,13.160932,17.960512,1.2037371897648612,4.799580000000001
456,10.361576,17.763859,1.2999724457366948,7.402283000000001
457,10.833632,16.628696,0.9329550484557035,5.795064000000002
458,11.295959,17.62632,1.2506958161215762,6.330361
459,13.235157,18.627867,1.6698752290421743,5.392709999999999
460,13.2652025,18.203049,1.3302045537973233,4.937846500000001
461,13.027977,17.246683,1.1497719508494426,4.218706000000001
462,9.583192,17.895672,1.319109846024167,8.31248
463,13.318454,17.518946,1.1436424948549822,4.200492000000001
464,9.817836,18.18297,1.1782620649744246,8.365134000000001
465,10.688611,17.741135,1.3439841862791073,7.052524
466,13.170865,18.055868,1.272635352027658,4.885003000000001
467,10.294015,17.394283,1.2039534014495081,7.100268000000002
468,10.831229,17.900963,1.2426893348953307,7.069734
469,13.052147,16.752659,0.9291685238816878,3.7005120000000016
470,9.19367,18.320023,1.3106030613993032,9.126353
471,9.953879,17.231768,1.2760079361984367,7.277888999999998
472,10.841095,17.740307,1.1826983822125383,6.899212000000002
473,8.1715,17.24708,1.0924239623076437,9.07558
474,11.268542,17.655642,1.1271159484304565,6.3871
475,13.270172,18.658213,1.4847089526451414,5.388040999999999
476,13.086337,18.102795,1.1805393846023886,5.016458
477,10.449,17.965155,1.3636956131738927,7.5161549999999995
478,10.905095,19.63098,1.5560786858599218,8.725885000000002
479,10.721589,17.885332,1.3028113309543927,7.163742999999998
480,11.396099,18.339806,1.3560884009203573,6.943707
481,10.51857,18.214436,1.3144116649699538,7.695865999999999
482,13.502035,19.066364,1.2401048304778246,5.564329000000001
483,12.22359,18.773119,1.5753763700575323,6.5495290000000015
484,13.526231,26.534851,2.595685570426735,13.00862
485,10.098226,18.902699,1.3158449463851596,8.804472999999998
486,13.391955,25.68749,3.7113877652958256,12.295535000000001
487,13.294887,24.401691,2.2109319553451665,11.106804
488,13.573105,24.666843,2.0858394955803665,11.093738
489,13.819553,24.01046,1.538887521313803,10.190906999999997
490,14.056396,25.061003,1.9145736889336116,11.004607
491,13.227801,18.734911,1.3327133069826713,5.507110000000001
492,13.380861,19.170937,1.2844541929127276,5.790075999999999
493,13.376495,18.979546,1.450943352317637,5.603050999999999
494,13.682358,18.926613,1.3424326620404485,5.244254999999999
495,13.642272,19.024448,1.4419806477865214,5.382175999999999
496,13.886197,19.096,1.4120956762413723,5.209803000000001
497,13.916877,18.832914,1.2410448649717374,4.916036999999999
498,13.869929,18.57721,1.2704404563132023,4.707281
499,14.013173,18.534575,1.3122682315378307,4.521402
500,13.913144,19.215485,1.2924804122790918,5.302341
