feature_name,mean,median,std,count
TPSAB1,5.412888750305524,4.774437817268757,3.353414145883925,143
TAC1,5.426138105999046,4.779834745614265,3.2171902078956007,628
CCL8,5.427739732432084,5.186536596194243,3.103707520243344,65
CD93,5.475225547298349,5.008132438734763,3.0484006178508554,1173
FAM49A,5.480050574340055,4.931738228275601,3.107843914091421,322
ITM2C,5.482125049097187,5.015312786322454,3.15282284156943,763
AQP1,5.483433352724555,5.008825307062876,3.080852650984747,3368
GLIPR1,5.48353842443098,4.801003806021482,3.219866738426869,1316
CD79A,5.488300073320375,5.2302324163337035,3.1511669509308247,100
PECAM1,5.491267358816946,4.9529762281711145,3.074678424243843,1921
VWF,5.492675592074466,5.040533124588606,3.1230665382812934,994
CXCL16,5.497587568926814,4.9674018092222685,3.1035498857375936,764
IL3RA,5.4979246199236265,4.774827276423329,3.2119825440151732,214
CLDN5,5.510596420895235,4.896149285338992,3.226191898434809,64
S100A8,5.511793221631913,4.6739365745057935,3.3944455572557093,126
CD4,5.553307373683865,5.071594071530655,3.12850734027961,1576
PDGFRB,5.575102255432341,5.05018898935038,3.272084909784625,2343
CD86,5.589115622234199,5.0858025163216976,3.1188703420437616,337
TCF15,5.611670445365708,5.1722825460537925,3.257440214063725,27
PIM1,5.6307852671642395,5.148607586289421,3.383815321854009,371
MNDA,5.6585438535450185,5.281728306952179,3.139897694884236,608
FGL2,5.665160119844533,5.214895764243722,3.1704024049718824,1641
LPL,5.6694937572680635,5.168627902266568,3.320350881374756,460
CPA3,5.670336147581638,5.149200736577029,3.149047464851457,386
CD163,5.696094982101562,5.243600669677403,3.309968163792216,709
MEDAG,5.705434724796801,4.857670495848034,3.7499429003330156,205
ALDH1A3,5.717619628648196,5.159705593594643,3.324921002373455,678
TYROBP,5.718013321475331,4.881300841163933,3.3581215603916195,242
CAVIN2,5.740916077313253,5.405387972510388,3.308901938701521,230
ZEB2,5.7611023228603235,5.1428236575162884,3.4147636941887742,2008
POSTN,5.766833959595967,5.159944229011094,3.2554997353292516,3016
C1QC,5.776213645220251,5.162520042101381,3.3359985724122603,621
CTSG,5.811595906883846,5.390784981707916,3.374481147088285,218
FCER1G,5.824407082186007,5.2927813078753,3.2989299820939957,2061
TCF4,5.833451228723937,5.348594784931019,3.3104283493474207,1199
IGSF6,5.834531758916585,5.2009252871261555,3.361334129063739,780
LDHB,5.850188988965087,5.220189506914461,3.3009952785356838,1673
IL2RA,5.850549079466919,5.304951015267423,3.3733856864808254,53
BASP1,5.851287333124383,5.0799686082973095,3.5146043113207726,504
MRC1,5.885260460501675,5.408925244450286,3.402587316596772,609
PDGFRA,5.9007294989284444,5.28766778657492,3.373045775446501,1336
MZB1,5.956144743073114,5.494220603569968,3.388715379005018,143
ZEB1,5.966884920846249,5.467184504767708,3.4414962941651477,1242
CRISPLD2,5.982989319586404,5.427615714302506,3.4744726444804517,755
FCER1A,5.994160189693304,5.394429495471701,3.42534227446204,703
TIMP4,5.9977346856644855,5.156755760876678,3.517786268269004,166
C1QA,6.001902138139589,5.401761730437181,3.423328857757915,283
GZMB,6.009565178736967,5.304738125667531,3.770023510796911,61
IGF1,6.032181002990365,5.607351770856541,3.359197009633702,480
S100A4,6.154441973645175,5.6129004921096834,3.323949202436749,1522
CD68,6.155202646701783,5.495947845542185,3.570718880144511,2029
LYZ,6.187380630654536,5.7114678606673674,3.3861082234151687,3819
LRRC15,6.196207891387276,5.916077965593757,2.9966331596701803,93
SFRP1,6.202148307555192,5.494148693830344,3.654300630655989,3187
PCOLCE,6.227762450903109,5.751612151691468,3.8078928253439637,229
APOC1,6.229923866219309,5.830390113505473,3.3228527459077726,1171
AIF1,6.235835094497684,5.59923682199946,3.4071793275514923,1206
MMP12,6.28995984251853,5.7456694067901175,3.5111059303453565,447
LY86,6.312094779897237,5.345737103000593,3.6951554609029293,96
ADH1B,6.497069564396257,5.907725500641231,3.878960799831952,670
SFRP4,6.517458751397304,5.934360332453078,3.690534236353911,1152
CXCL12,6.521823329646572,5.836720746493462,3.7299772588602274,4727
LUM,6.582051419132058,6.038098378637148,3.6394153413813344,6587
GZMK,6.775845691751834,6.143999817353841,4.0061641217171875,28
FBLN1,6.947111117572232,6.534385066781423,3.773813277051867,1496
MMP2,6.990803608349093,6.524305593135884,3.827327250839223,3894
CCDC80,7.023455117236265,6.496169883130619,3.755044754035691,1576
PTGDS,7.184836173966413,6.683508173428387,3.7719492745697756,1485
DPT,7.333152120714222,7.076791630663301,3.7938408706888627,446
