feature_name,mean,median,std,count
CTTN,4.398007395798916,3.8641983371696664,2.716401726352933,36200
JUP,4.400928604868843,3.9902255857277376,2.4972472220853836,19068
SMS,4.404332600096261,3.975269923418762,2.5164133312677146,28923
C5orf46,4.411109269782313,3.7483796553154765,2.9372082330579556,2046
SEC11C,4.412067053421919,3.9857776004710006,2.5304290139403505,15756
SQLE,4.412694685539296,3.976981443673185,2.5858800896859093,6493
TRAPPC3,4.413102760864522,3.913841133922476,2.6505982479143797,21471
SERPINB9,4.414085518531327,3.8672047125100026,2.810911016438148,4402
SMAP2,4.418010181614226,3.888648096032443,2.7659676005627394,8118
IL2RA,4.423259045992471,3.671427606777353,3.0051197355580124,1412
MDM2,4.431311579340156,3.9718325438902506,2.5898773671187993,36052
ESM1,4.4378816428107,3.893908335521091,2.680808237242924,2327
LPXN,4.443201900912574,3.864100843243845,2.7063595982392905,5496
SNAI1,4.4439369033720455,3.7643599015185214,2.8890681320130396,1775
GPR183,4.449283269434223,3.87170089396752,2.7364817378338357,3524
CD79A,4.4508887585109225,3.8744919331768513,2.8169430765469166,745
STC1,4.455894901194309,3.991080773116704,2.6120638354921253,1638
PTRHD1,4.457103942141291,4.0552079996527715,2.460258000915622,7781
PTPRC,4.469970605139139,3.9092171872745523,2.7411628418300062,12362
QARS1,4.471325512526867,3.9627854277257306,2.6940032167829524,26374
PLD4,4.482594928961781,3.892582073914536,2.8117531993157407,2806
NCAM1,4.483347661661203,3.7140306564568375,3.0773123124970736,1288
LIF,4.483712312385049,3.7443440637562584,3.037383369939723,1667
MKI67,4.500613136850763,3.9910200031039067,2.6475052154673806,2637
CD8A,4.5025435843737425,3.903989941304695,2.781039472652872,4587
S100A8,4.502869783611686,3.932286696164326,2.8916187065291683,721
DUMMY_0530,4.503003183954631,3.7243586124739396,3.1368753615178253,29
VOPP1,4.509059823220881,4.0069589023354615,2.6657960987376743,29345
DUMMY_0508,4.5107729305551025,3.6615546025364196,2.7996169013838035,55
AKR1C3,4.517041245091497,3.809782603666373,2.904281447884269,2119
PDE4A,4.521387696158191,3.965574083145028,2.7561163352559017,7225
CCDC6,4.526593340892491,4.064629385185923,2.6130233635353988,24639
TCEAL7,4.540285577301092,3.914173696026382,2.877756607927266,1971
HOXD9,4.54734693462763,3.9917443860911583,2.850067004046195,2089
ENAH,4.548142493562111,4.034003552217745,2.720317844765672,28177
TMEM147,4.554756259704546,4.088063913728569,2.625806025052619,18030
antisense_PROKR2,4.567844093783186,3.879344411633806,2.983732963860564,1652
SOX18,4.580997805302334,3.920660672600011,2.943184841657327,1364
NPM3,4.583546094856099,4.035903987136013,2.837036350078375,1538
ERCC-00033,4.586128492476202,3.960460028708556,2.9431332310593628,56
DUMMY_0518,4.58628289302302,2.846188241404929,3.6970738030085437,15
ERCC-00013,4.589760365417719,3.544755570673878,3.390949108733853,112
DUMMY_0502,4.595492548023478,4.351671753816337,2.372871100033959,8
EGFL7,4.607037437255139,4.080890407370967,2.733356783788065,2345
DUMMY_0531,4.610124914252618,4.588806424173122,2.6546157575422895,35
DUMMY_0521,4.610535626905704,4.081522625845293,3.0468918093756625,67
DSC2,4.61543933450092,3.910599422118104,2.9545216047610956,2864
FAM107B,4.616287983340086,4.130652814071696,2.7127859746703518,23469
DAPK3,4.618881176589976,3.899225291107615,2.9580512905940686,2274
DST,4.62924015082197,4.025224365046254,2.8782261155192623,23034
PDCD1LG2,4.630432460625804,3.9840145017200665,2.95758612593252,1404
DUMMY_0537,4.632137921706479,4.022285851737523,3.17855960972803,109
EIF4EBP1,4.6331582271434995,4.211043031484364,2.679985459371367,4997
DUMMY_0535,4.639517446310327,4.009351489242155,2.648862888861488,36
PELI1,4.6426314938089615,4.083146526459165,2.812623959815603,6202
ERCC-00039,4.648104993113075,4.2654568393800645,3.135226610764074,53
TUBA4A,4.651507200114315,4.115134683713561,2.873703569153851,6501
GZMA,4.668987165264327,4.1352577088385285,2.8725707839124057,2952
CD86,4.675167798257834,4.062273952425027,2.890469142425825,3258
KIT,4.678946425575276,4.076449316760452,2.870308780632787,3371
ERCC-00014,4.681245529801436,3.852874908064816,2.8033600786265604,63
BTNL9,4.705951219357152,4.179395091555392,2.818052148017003,3540
HOXD8,4.707352477027716,4.162589762107224,2.833748636784116,6252
FCER1A,4.708807019031391,4.025814855351216,2.9761763917417166,1633
ERCC-00004,4.713714210740286,4.089515949041636,2.9509231466203607,101
ACTG2,4.719168777083612,4.034921550105972,3.0304758894023585,10450
BACE2,4.729813500560801,4.144952552008078,2.9053663760618123,13634
MEDAG,4.749027215146952,3.9618584261097816,3.1366469390983056,2183
CXCL16,4.769158211435827,4.19955755754485,2.863472069676501,10123
CCPG1,4.771764365793849,4.224725541325293,2.863947230638646,21044
PPARG,4.7733177739359505,4.076112373797215,3.090366119005776,6001
CCL5,4.784067882760979,4.182973934058362,2.9402778399281524,3694
TRAC,4.793993024863941,4.200962082764267,2.9607183671381234,4871
ERCC-00031,4.815805785283234,3.9831794375938196,3.3208488792848008,61
